1.0,2498.16,-4992.8,0.001592960000038147,0.02370559999793768,0.0011780796211199795,8.516468535335697e-05

1.1,2496.192,-4985.188,0.0030876858180219477,0.0406574069419183,0.002034882252578015,0.0001578720172523565

1.2000000000000002,2492.708,-4971.904,0.005918245333246886,0.06878855110973946,0.003433906158954348,0.00029588008605293495

1.3000000000000003,2486.86,-4950.46,0.010344738461363773,0.10167583431894252,0.004533208667050077,0.0004912116618252234

1.4000000000000004,2477.908,-4918.32,0.018171296000214554,0.15532930612336,0.007268423291109442,0.0009293317196142101

1.5000000000000004,2466.556,-4878.876,0.026646097066501773,0.19496971093283746,0.009246203716096184,0.0014491660242028977

1.6000000000000005,2449.328,-4821.016,0.03950110400002448,0.2463387100002727,0.011018429024405257,0.0018778701804725855

1.7000000000000006,2424.61,-4743.488,0.07203009411758357,0.3538239247055406,0.017022091612543318,0.0036126544328334174

1.8000000000000007,2391.346,-4646.96,0.11512006311097901,0.43937659259287626,0.018403398247496285,0.005699565408639756

1.9000000000000008,2343.902,-4521.152,0.19473734652643135,0.5145015951248083,0.02361619650003188,0.011208569406849294

2.000000000000001,2280.852,-4368.62,0.368379619200155,0.7263919600002461,0.03276162668633491,0.017751297851152936

2.100000000000001,2169.394,-4149.428,0.8666447169527052,0.9690261057597025,0.04289947253514002,0.04263365955240082

2.200000000000001,1953.734,-3857.12,3.751846771636468,1.3607902148760043,0.058360854989411064,0.20333739670806775

2.300000000000001,1307.094,-3417.224,39.51110385460863,2.0215995330055048,0.09284731210679531,1.9731032253605876

2.4000000000000012,444.902,-2992.896,14.481517065999993,1.0319331377777001,0.04576921155627964,0.5656262775510802

2.5000000000000013,300.036,-2757.876,7.832429872639994,0.8064113039358846,0.03697120565726252,0.3452692583098029

2.6000000000000014,248.826,-2575.876,5.605232265230768,0.7240729363312794,0.031152777850104337,0.26997232049897646

2.7000000000000015,193.13,-2408.316,3.1182564592592583,0.6181598981619078,0.026308623615494322,0.16823499502733355

2.8000000000000016,163.752,-2268.908,2.0058369279999986,0.5609775273469555,0.02601682588558349,0.08797974072038323

2.9000000000000017,155.728,-2152.26,1.8415004159999993,0.43779102972647693,0.019723259939746052,0.09299370579014313

3.0000000000000018,142.168,-2047.04,1.5088069034666658,0.4057844622222081,0.017506118685940247,0.07688714958916254


